id;company_id;name;name_en;description;code;create_time;status;attribute;attribute1;attribute2;attribute3;attribute4;attribute5;bank_type;full_name;city;full_name_en;pinyin;pinyin_full;city_name;crm_id;modify_time;dup_id;qb_id	
ff8081814e84e98b014f3a9937c53ccf;5;陇县农商行;LXNSH;陇县农商行;陇县农商行;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;陇县农商行;99;\N;lxnsx_lxnsh;longxiannongshangxing_longxiannongshanghang_longxiannongshangheng;其他;1268;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f3e5ada087a45;5;必达控股;bdkg;必达控股;必达控股;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;必达控股;99;\N;bdkg;bidakonggu;其他;1269;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f3a7a6ad93ae5;5;济宁任城农信;JNRCNX;济宁任城农信;济宁任城农信;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;济宁任城农信;99;\N;jnrcnx_jnrcns;jiningrenchengnongshen_jiningrenchengnongxin;其他;1267;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f3a61af09395f;5;广发银行资管;gfyhzg;广发银行资管;GFYHZG;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;广发银行资管;99;\N;afyxzg_gfyhzg_gfyxzg_afyhzg;guangfayinhengziguan_guangfayinhangziguan_anfayinxingziguan_anfayinhengziguan_anfayinhangziguan_guangfayinxingziguan;其他;1266;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f2b2548396a19;5;YH;YH;YH;YH;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;YH;99;YH;YH;YH;其他;1264;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f3a55c9b338ac;5;广州证券;gzzq;广州证券;广州证券;2017-03-29 14:18:28;1;其他银行机构;广州证券;;G000093;0;\N;\N;广州证券;99;\N;azzq_azzx_gzzq_gzzx;guangzhouzhengquan_guangzhouzhengxuan_anzhouzhengquan_anzhouzhengxuan;其他;1265;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f25fb226c1490;5;上海璟喆;AHJZ;上海璟喆;上海璟喆;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;上海璟喆;99;\N;shjz;shanghaijingzhe;其他;1262;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f2af02bf3668c;5;乌拉特农商;WLTNS;乌拉特农商;乌拉特农商;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;乌拉特农商;99;\N;wltns;wulatenongshang;其他;1263;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f2504186107f9;5;平安信托;paxt;平安信托深圳;平安信托深圳;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;平安信托深圳;sz;\N;paxt_past;pinganshentuo_pinganxintuo;\N;1261;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f20d93e073ec4;5;五莲农商;WLNS;五莲农商;五莲农商;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;五莲农商;99;\N;wlns;wuliannongshang;其他;1260;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f1a971b0c52fd;5;工行理财;ghlc;工行理财;GHLC;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;工行理财;99;\N;ghlc_gxlc;gonghanglicai_gongxinglicai_gonghenglicai;其他;1256;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f1a9dd38153c0;5;圆信永丰基金;yxyfjj;圆信永丰基金;圆信永丰基金;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;圆信永丰基金;99;\N;yxyfjj_ysyfjj;yuanxinyongfengjijin_yuanshenyongfengjijin;其他;1257;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f1b4d06c95d90;5;上海泰愉;shty;上海泰愉;上海泰愉;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;上海泰愉;99;\N;shty;shanghaitaiyu;其他;1258;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f1fd7b7392f18;5;中证信用;ZZXY;中证信用;中证信用;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;中证信用;99;\N;zzxy_zzsy;zhongzhengshenyong_zhongzhengxinyong;其他;1259;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f1a4015574830;5;包商银行资管;BSYHZG;包商银行资管;BSYHZG;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;包商银行资管;99;BSYHZG;bsyxzg_bsyhzg;baoshangyinxingziguan_baoshangyinhengziguan_baoshangyinhangziguan;其他;1255;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f1a3c50ee47c1;5;荥阳农商银行;XYNSYH;荥阳农商银行;荥阳农商银行;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;荥阳农商银行;99;\N;yynsyx_xynsyx_yynsyh_xynsyh;xingyangnongshangyinheng_yingyangnongshangyinheng_xingyangnongshangyinxing_yingyangnongshangyinxing_xingyangnongshangyinhang_yingyangnongshangyinhang;其他;1254;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f063188372bb6;5;汶上联社;WSLS;汶上联社;汶上联社;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;汶上联社;99;\N;wsls;wenshanglianshe;其他;1252;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f15a26c8a00a2;5;国君北京;gjbj;国君北京;国君北京;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;国君北京;99;\N;gjbj;guojunbeijing;其他;1253;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f0619372f296b;5;潞安财务公司;lacwgs;潞安财务公司;潞安财务公司;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;潞安财务公司;99;\N;lacwgs;luancaiwugongsi;其他;1251;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f05d8a25c2248;5;赞庚投资;zgtz;赞庚投资;赞庚投资;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;赞庚投资;99;\N;zgtz;zangengtouzi;其他;1250;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f0112f0da52ce;5;湖南华菱财务公司;hnhlcwgs;湖南华菱财务公司;湖南华菱财务公司;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;湖南华菱财务公司;99;\N;hnhlcwgs;hunanhualingcaiwugongsi_hunahualingcaiwugongsi;其他;1249;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f0069b2de3fe1;5;兖州联社;YZLS;兖州联社;兖州联社;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;兖州联社;99;\N;yzls;yanzhoulianshe;其他;1247;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014f00c0baf24962;5;阳谷农商;YGNS;阳谷农商;阳谷农商;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;阳谷农商;99;\N;ygns_yyns;yanggunongshang_yangyunongshang;其他;1248;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014efbd66103752d;5;泓德基金;hdjj;泓德基金;HDJJ;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;泓德基金;99;\N;hdjj;hongdejijin;其他;1245;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014efc8fe8497def;5;河东合行;hdhh;河东合行;hdhh;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;河东合行;99;\N;hdgx_hdhx_hdgh_hdhh;hedongheheng_hedonggeheng_hedonghexing_hedonggexing_hedonghehang_hedonggehang;其他;1246;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ef7c09ffc2d3d;5;中国信达资产;ZGXDZC;中国信达资产;中国信达资产;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;中国信达资产;99;\N;zgxdzc_zgsdzc;zhongguoshendazichan_zhongguoxindazichan;其他;1244;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ef300340c57bb;5;国信证券香港;GXZQXG;国信证券香港;国信证券香港;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;国信证券香港;99;\N;gszxxg_gxzqxg_gszqxg_gxzxxg;guoshenzhengquanxianggang_guoshenzhengxuanxianggang_guoxinzhengquanxianggang_guoxinzhengxuanxianggang;其他;1243;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ef1235a233bdc;5;睢宁农商行;snnsh;睢宁农商行;QNNSH;2017-03-29 14:18:28;1;其他银行机构;睢宁农商行;;J000567;0;\N;\N;睢宁农商行;99;\N;snnsh_snnsx;suiningnongshanghang_suiningnongshangheng_suiningnongshangxing;其他;1241;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ef20c25dc4b7a;5;招商信诺;zsxn;招商信诺;招商信诺;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;招商信诺;99;\N;zsxn_zssn;zhaoshangshennuo_zhaoshangxinnuo;其他;1242;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ee308bc110070;5;洪金资管;hjzg;洪金资管;洪金资管;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;洪金资管;99;\N;hjzg;hongjinziguan;其他;1240;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ee1f8bd2d714c;5;山西盂县农商行;SXMXNSH;山西盂县农商行;山西盂县农商行;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;山西盂县农商行;99;\N;sxyxnsx_sxyxnsh;shanxiyuxiannongshangxing_shanxiyuxiannongshanghang_shanxiyuxiannongshangheng;其他;1239;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ee19002f064bd;5;洪江农商;hjns;洪江农商;HJNS;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;洪江农商;99;\N;hjns;hongjiangnongshang;其他;1238;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ede006f602bd1;5;滁州皖东农商银行;czwdnsyh;滁州皖东农商银行;滁州皖东农商银行;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;滁州皖东农商银行;99;\N;czwdnsyx_czhdnsyx_czwdnsyh_czhdnsyh;chuzhouhuandongnongshangyinxing_chuzhouwandongnongshangyinhang_chuzhouhuandongnongshangyinhang_chuzhouwandongnongshangyinheng_chuzhouwandongnongshangyinxing_chuzhouhuandongnongshangyinheng;其他;1237;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ed8c86b485675;5;海盐农信;hynx;海盐农信;海盐农信;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;海盐农信;99;\N;hyns_hynx;haiyannongshen_haiyannongxin;其他;1235;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014edc6b1c790f91;5;雷翎投资;lltz;雷翎投资;lltz;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;雷翎投资;99;\N;lltz;leilingtouzi;其他;1236;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ed8a858c95450;5;瑞星资管;rxzg;瑞星资管;rxzg;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;瑞星资管;99;\N;rxzg;ruixingziguan;其他;1234;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ed8968b2952f6;5;台湾国泰人寿;twgtrs;台湾国泰人寿;TWGTRS;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;台湾国泰人寿;99;\N;twgtrs;taiwanguotairenshou;其他;1233;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ed78ce11c41ad;5;广州九鼎投资;gzjdtz;广州九鼎投资;GZJDTZ;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;广州九鼎投资;99;\N;gzjdtz_azjdtz;guangzhoujiudingtouzi_anzhoujiudingtouzi;其他;1231;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ed7bd465647f8;5;嘉祥县农联社;jxxnls;嘉祥县农联社;JXXNLS;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;嘉祥县农联社;99;\N;jxxnls;jiaxiangxiannonglianshe;其他;1232;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ece8e2cc72191;5;上海银行资管;SHYHZG;上海银行资管;SHYHZG;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;上海银行资管;99;SHYHZG;shyhzg_shyxzg;shanghaiyinhengziguan_shanghaiyinhangziguan_shanghaiyinxingziguan;其他;1229;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ed386e1d278b4;5;龚虎;gh;龚虎;龚虎;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;龚虎;99;\N;gh;gonghu;其他;1230;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ecda5e9711520;5;bps投资;tz;bps投资;bpstz;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;bps投资;99;\N;bpstz;bpstouzi;其他;1228;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ebe2a80f14412;5;嘉善农商行;jsnsh;嘉善农商行;jsnsh;2017-03-29 14:18:28;1;其他银行机构;嘉善农商行;;Z001103;0;\N;\N;嘉善农商行;99;\N;jsnsx_jsnsh;jiashannongshangheng_jiashannongshangxing_jiashannongshanghang;其他;1227;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ebda95bae3630;5;雁江农合行;yjnhh;雁江农合行;雁江农合行;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;雁江农合行;99;\N;yjnhx_yjngh_yjnhh_yjngx;yanjiangnonggehang_yanjiangnongheheng_yanjiangnonggeheng_yanjiangnonghexing_yanjiangnonggexing_yanjiangnonghehang;其他;1225;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014ebdeb6ac73f05;5;平安信托固收;PAXTGS;平安信托固收;PAXTGS;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;平安信托固收;99;PAXTGS;paxtgs_pastgs;pinganxintuogushou_pinganshentuogushou;其他;1226;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014eb89e92ae5d58;5;株洲县农联社;zzxnls;株洲县农联社;ZZXNLS;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;株洲县农联社;99;\N;zzxnls;zhuzhouxiannonglianshe;其他;1223;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014eb8ef2a3466cd;5;福州农商行;fznsh;福州农商行;FZNSH;2017-03-29 14:18:28;1;其他银行机构;福州农商行;;F000113;0;\N;\N;福州农商行;99;\N;fznsx_fznsh;fuzhounongshanghang_fuzhounongshangheng_fuzhounongshangxing;其他;1224;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014eb47e3772190d;5;博普资产 ;博普资产 ;博普资产 ;博普资产 ;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;博普资产 ;99;博普资产 ;bpzc;bopuzichan;其他;1222;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014eb4363dbb13e8;5;曲阜农商行;qfnsh;曲阜农商行;QFNSH;2017-03-29 14:18:28;1;其他银行机构;曲阜农商行;;S001032;0;\N;\N;曲阜农商行;99;\N;qfnsh_qfnsx;qufunongshangxing_qufunongshanghang_qufunongshangheng;其他;1221;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014eae95199a3d8a;5;宏源债销;HYZX;宏源债销;HYZX;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;宏源债销;99;HYZX;hyzx;hongyuanzhaixiao;其他;1218;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014eaf1b716c41f1;5;吉林汪清农商;jlwqns;吉林汪清农商;jlwqns;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;吉林汪清农商;99;\N;jlwqns;jilinwangqingnongshang;其他;1219;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014eb38416350b18;5;茂行资管;MHZG;茂行资管;MHZG;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;茂行资管;99;MHZG;mhzg_mxzg;maoxingziguan_maohengziguan_maohangziguan;其他;1220;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e9abb9500232e;5;王泽贤;wzx;王泽贤;王泽贤;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;王泽贤;99;\N;wzx;wangzexian;其他;1217;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e9a06e9d51c86;5;唐婵霞;tcx;唐婵霞;ACX;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;唐婵霞;99;\N;tcx;tangchanxia;其他;1216;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e94c191a83672;5;中航天玑聚富;zhtjjf;中航天玑聚富;中航天玑聚富;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;中航天玑聚富;99;\N;zhtjjf;zhonghangtianjijufu;其他;1215;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e90b126e97323;5;洮北区联社;tbqls;洮北区联社;洮北区联社;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;洮北区联社;99;\N;tbols_tbqls;taobeioulianshe_taobeiqulianshe;其他;1214;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e908d5d3f7111;5;嘉和基金;jhjj;嘉和基金;JHEJJ;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;嘉和基金;99;\N;jhjj;jiahujijin_jiahuojijin_jiahaijijin_jiahejijin;其他;1213;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e8f5519495b6a;5;工行加拿大;ghjnd;工行加拿大;GHJND;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;工行加拿大;99;\N;ghjnd_gxjnd;gonghangjianadai_gonghengjianadai_gonghangjianada_gongxingjianadai_gonghengjianada_gongxingjianada;其他;1211;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e9063baf56dce;5;临清农信;lqnx;临清农信;LQNX;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;临清农信;99;\N;lqnx_lqns;linqingnongxin_linqingnongshen;其他;1212;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e8bbc7d682289;5;贵州银行;gzyh;贵州银行;GUIZHOUYH;2017-03-29 14:18:28;1;其他银行机构;贵州银行;;G000300;0;\N;\N;贵州银行;99;\N;gzyh_gzyx;guizhouyinheng_guizhouyinxing_guizhouyinhang;其他;1210;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e8b9c116a2169;5;中国华融;zghr;中国华融;ZGHR;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;中国华融;99;\N;zghr;zhongguohuarong;其他;1209;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e8affb65c14b1;5;阳光保险资管;YGBXZG;阳光保险资管;YGBXZG;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;阳光保险资管;99;YGBXZG;ygbxzg;yangguangbaoxianziguan;其他;1208;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e8585ae6a0dbb;5;朱嘉乾;zjq;朱嘉乾;朱嘉乾;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;朱嘉乾;99;\N;zjg_zjq;zhujiagan_zhujiaqian;其他;1206;2017-03-29 14:18:28;\N;\N	
ff8081814e84e98b014e85e316ac0e8f;5;一创证券资管;YCZQZG;一创证券资管;YCZQZG;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;一创证券资管;99;YCZQZG;yczxzg_yczqzg;yichuangzhengquanziguan_yichuangzhengxuanziguan;其他;1207;2017-03-29 14:18:28;\N;\N	
ff8081814e4c2d31014e6ba4bc3343ef;5;顺德农商行资管;sdnshzg;顺德农商行资管;SDNSHZG;2017-03-29 14:18:28;1;其他银行机构;\N;;\N;0;\N;\N;顺德农商行资管;99;\N;sdnshzg_sdnsxzg;shundenongshangxingziguan_shundenongshanghengziguan_shundenongshanghangziguan;其他;1204;2017-03-29 14:18:28;\N;\N	
